#OTU ID	ESSE.222.022	ESSE.222.025	ESSE.222.034	ESSE.222.038	ESSE.222.050	ESSE.222.1000	ESSE.222.1001	ESSE.222.007	ESSE.222.018	ESSE.222.011	ESSE.222.030	ESSE.222.019
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionI;f__FamilyI;g__Mastigocladopsis;s__sp22953	0.0	0.0	0.00080370942813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__sp24008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166328968458	0.0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__radiovictrix	0.0	0.0	0.000370942812983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0182406729202
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__benzoevorans-nealsonii	0.0	0.0	0.00080370942813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	0.0758214890244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0766428633381	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus-pseudomycoides-toyonensis	0.917165963621	0.9950085271	0.000340030911901	0.284130939084	0.0	0.0	0.0	0.0	0.913180490908	0.00368235187589	0.0	0.931006781183
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus-thuringiensis	0.000403019962922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__coagulans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000357931157907	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__licheniformis	0.0	0.0	0.0	0.0	0.0	0.00054599270094	0.0	0.0	0.0	0.0	0.0	0.0
